epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1884468048810959,3.5034120082855225,0.001,0.4242021143436432,2.316504716873169
1,0.38671550154685974,2.424117088317871,0.001,0.5279255509376526,1.8173860311508179
2,0.46312636137008667,2.057065963745117,0.001,0.5485372543334961,1.6850037574768066
3,0.49991676211357117,1.899262547492981,0.001,0.5844414830207825,1.562747836112976
4,0.5402030944824219,1.740163803100586,0.001,0.5751329660415649,1.6175785064697266
5,0.5585150718688965,1.6924173831939697,0.001,0.6030585169792175,1.4877524375915527
6,0.5718328356742859,1.6020822525024414,0.001,0.6143617033958435,1.485518217086792
7,0.6007990837097168,1.5328232049942017,0.001,0.605053186416626,1.4804385900497437
8,0.612119197845459,1.4809080362319946,0.001,0.623670220375061,1.4603163003921509
9,0.6299317479133606,1.3925646543502808,0.001,0.6223404407501221,1.482344627380371
10,0.6345929503440857,1.3980284929275513,0.001,0.6369680762290955,1.4303522109985352
11,0.6382553577423096,1.3801870346069336,0.001,0.6276595592498779,1.4458794593811035
12,0.6537373065948486,1.3504008054733276,0.001,0.6316489577293396,1.4458184242248535
13,0.6555684804916382,1.3183943033218384,0.001,0.633643627166748,1.4674201011657715
14,0.6758781671524048,1.253973364830017,0.0005,0.6542553305625916,1.3937513828277588
15,0.6993507742881775,1.1717405319213867,0.0005,0.6496010422706604,1.408908486366272
16,0.7031795978546143,1.1207425594329834,0.0005,0.6489361524581909,1.40294349193573
17,0.7056767344474792,1.1232467889785767,0.0005,0.6542553305625916,1.3908894062042236
18,0.7063425779342651,1.1152621507644653,0.0005,0.6522606611251831,1.3827061653137207
19,0.7318128943443298,1.0498039722442627,0.0005,0.6595744490623474,1.3772258758544922
20,0.7248210310935974,1.0645091533660889,0.0005,0.6635638475418091,1.3763797283172607
21,0.7304810881614685,1.0618815422058105,0.0005,0.657579779624939,1.4195524454116821
22,0.7309805154800415,1.023020625114441,0.0005,0.647606372833252,1.412867784500122
23,0.7329781651496887,1.014144778251648,0.0005,0.666223406791687,1.3973468542099
24,0.7467954158782959,0.9780293703079224,0.00025,0.6502659320831299,1.407967209815979
25,0.75978022813797,0.9573864936828613,0.00025,0.6702127456665039,1.3915296792984009
26,0.7639420628547668,0.9150683283805847,0.00025,0.6635638475418091,1.4030448198318481
27,0.7691026926040649,0.8946268558502197,0.000125,0.6688829660415649,1.3799201250076294
